session,batch_code,country,group,line_id,operator,line,render_kind,shape_class,stations,km,apple_checks,status
59,J11-2,jp,路面電車,伊予鉄道␟城南線,伊予鉄道,城南線,tram,branched_terminal,12,3.7,,pending
59,J11-2,jp,路面電車,伊予鉄道␟本町線,伊予鉄道,本町線,tram,ordinary_linear,5,1.4,,unverified
59,J11-2,jp,路面電車,伊予鉄道␟大手町線,伊予鉄道,大手町線,tram,ordinary_linear,5,1.4,,unverified
59,J11-2,jp,路面電車,伊予鉄道␟花園線,伊予鉄道,花園線,tram,ordinary_linear,2,0.5,,unverified
59,J11-2,jp,路面電車,伊予鉄道␟連絡線,伊予鉄道,連絡線,tram,ordinary_linear,2,0.2,,unverified
59,J11-2,jp,路面電車,富山地方鉄道␟呉羽線,富山地方鉄道,呉羽線,tram,ordinary_linear,3,1.5,,unverified
59,J11-2,jp,路面電車,富山地方鉄道␟支線,富山地方鉄道,支線,tram,ordinary_linear,4,1.1,,unverified
59,J11-2,jp,路面電車,富山地方鉄道␟富山都心線,富山地方鉄道,富山都心線,tram,ordinary_linear,5,1.0,,unverified
59,J11-2,jp,路面電車,富山地方鉄道␟安野屋線,富山地方鉄道,安野屋線,tram,ordinary_linear,3,0.5,,unverified
59,J11-2,jp,路面電車,富山地方鉄道␟富山駅南北接続線,富山地方鉄道,富山駅南北接続線,tram,branched_terminal,1,0.3,,pending
60,J11-3,jp,路面電車,とさでん交通␟伊野線,とさでん交通,伊野線,tram,ordinary_linear,34,11.2,,unverified
60,J11-3,jp,路面電車,とさでん交通␟後免線,とさでん交通,後免線,tram,ordinary_linear,33,10.9,,unverified
60,J11-3,jp,路面電車,とさでん交通␟桟橋線,とさでん交通,桟橋線,tram,ordinary_linear,8,2.4,,unverified
60,J11-3,jp,路面電車,とさでん交通␟駅前線,とさでん交通,駅前線,tram,ordinary_linear,4,0.9,,unverified
60,J11-3,jp,路面電車,鹿児島市␟谷山線,鹿児島市,谷山線,tram,branched_terminal,14,6.4,,unverified
60,J11-3,jp,路面電車,鹿児島市␟第一期線,鹿児島市,第一期線,tram,ordinary_linear,11,3.3,,unverified
60,J11-3,jp,路面電車,鹿児島市␟唐湊線,鹿児島市,唐湊線,tram,ordinary_linear,10,2.8,,unverified
60,J11-3,jp,路面電車,鹿児島市␟第二期線,鹿児島市,第二期線,tram,ordinary_linear,4,0.8,,unverified
60,J11-3,jp,路面電車,函館市␟湯の川線,函館市,湯の川線,tram,ordinary_linear,16,6.1,,unverified
60,J11-3,jp,路面電車,函館市␟本線,函館市,本線,tram,ordinary_linear,7,2.8,,unverified
60,J11-3,jp,路面電車,函館市␟宝来・谷地頭線,函館市,宝来・谷地頭線,tram,ordinary_linear,4,1.4,,unverified
60,J11-3,jp,路面電車,函館市␟大森線,函館市,大森線,tram,ordinary_linear,2,0.6,,unverified
61,J11-4,jp,路面電車,一般社団法人札幌市交通事業振興公社␟山鼻線,一般社団法人札幌市交通事業振興公社,山鼻線,tram,ordinary_linear,12,4.0,,unverified
61,J11-4,jp,路面電車,一般社団法人札幌市交通事業振興公社␟山鼻西線,一般社団法人札幌市交通事業振興公社,山鼻西線,tram,ordinary_linear,9,3.1,,unverified
61,J11-4,jp,路面電車,一般社団法人札幌市交通事業振興公社␟1条線,一般社団法人札幌市交通事業振興公社,1条線,tram,ordinary_linear,4,1.5,,unverified
61,J11-4,jp,路面電車,一般社団法人札幌市交通事業振興公社␟都心線,一般社団法人札幌市交通事業振興公社,都心線,tram,ordinary_linear,4,0.9,,unverified
61,J11-4,jp,路面電車,京阪電気鉄道␟石山坂本線,京阪電気鉄道,石山坂本線,tram,ordinary_linear,21,14.3,,unverified
61,J11-4,jp,路面電車,京阪電気鉄道␟京津線,京阪電気鉄道,京津線,tram,ordinary_linear,7,7.6,,unverified
61,J11-4,jp,路面電車,阪堺電気軌道␟阪堺線,阪堺電気軌道,阪堺線,tram,ordinary_linear,32,14.1,,unverified
61,J11-4,jp,路面電車,阪堺電気軌道␟上町線,阪堺電気軌道,上町線,tram,ordinary_linear,10,4.4,,unverified
61,J11-4,jp,路面電車,京福電気鉄道␟嵐山本線,京福電気鉄道,嵐山本線,tram,ordinary_linear,13,7.2,,unverified
61,J11-4,jp,路面電車,京福電気鉄道␟北野線,京福電気鉄道,北野線,tram,ordinary_linear,10,3.8,,unverified
61,J11-4,jp,路面電車,岡山電気軌道␟東山本線,岡山電気軌道,東山本線,tram,ordinary_linear,10,3.1,,unverified
61,J11-4,jp,路面電車,岡山電気軌道␟清輝橋線,岡山電気軌道,清輝橋線,tram,ordinary_linear,7,1.7,,unverified
61,J11-4,jp,路面電車,宇都宮ライトレール␟宇都宮芳賀ライトレール線,宇都宮ライトレール,宇都宮芳賀ライトレール線,tram,ordinary_linear,19,14.6,,unverified
61,J11-4,jp,路面電車,東京都␟荒川線,東京都,荒川線,tram,ordinary_linear,30,12.2,,unverified
61,J11-4,jp,路面電車,万葉線␟高岡軌道線,万葉線,高岡軌道線,tram,ordinary_linear,18,8.0,,unverified
62,J11-5,jp,路面電車,名古屋鉄道␟豊川線,名古屋鉄道,豊川線,tram,ordinary_linear,5,7.1,,unverified
62,J11-5,jp,路面電車,豊橋鉄道␟東田本線,豊橋鉄道,東田本線,tram,branched_terminal,14,5.5,,unverified
62,J11-5,jp,路面電車,東急電鉄␟世田谷線,東急電鉄,世田谷線,tram,ordinary_linear,10,5.0,,unverified
63,J12-1,jp,モノレール・AGT・ケーブル・リニア,大阪モノレール␟大阪モノレール線,大阪モノレール,大阪モノレール線,monorail,ordinary_linear,14,21.3,,unverified
63,J12-1,jp,モノレール・AGT・ケーブル・リニア,大阪モノレール␟国際文化公園都市モノレール線(彩都線),大阪モノレール,国際文化公園都市モノレール線(彩都線),monorail,ordinary_linear,5,6.9,,unverified
63,J12-1,jp,モノレール・AGT・ケーブル・リニア,神戸新交通␟ポートアイランド線,神戸新交通,ポートアイランド線,agt,loop_with_tail,12,10.6,,pending
63,J12-1,jp,モノレール・AGT・ケーブル・リニア,神戸新交通␟六甲アイランド線,神戸新交通,六甲アイランド線,agt,ordinary_linear,6,5.8,,unverified
63,J12-1,jp,モノレール・AGT・ケーブル・リニア,千葉都市モノレール␟2号線,千葉都市モノレール,2号線,monorail,ordinary_linear,13,12.1,,unverified
63,J12-1,jp,モノレール・AGT・ケーブル・リニア,千葉都市モノレール␟1号線,千葉都市モノレール,1号線,monorail,ordinary_linear,6,3.2,,unverified
63,J12-1,jp,モノレール・AGT・ケーブル・リニア,近畿日本鉄道␟生駒鋼索線,近畿日本鉄道,生駒鋼索線,funicular,ordinary_linear,5,2.1,,unverified
63,J12-1,jp,モノレール・AGT・ケーブル・リニア,近畿日本鉄道␟西信貴鋼索線,近畿日本鉄道,西信貴鋼索線,funicular,ordinary_linear,2,1.4,,unverified
63,J12-1,jp,モノレール・AGT・ケーブル・リニア,広島高速交通␟広島新交通1号線,広島高速交通,広島新交通1号線,agt,ordinary_linear,22,18.4,,unverified
63,J12-1,jp,モノレール・AGT・ケーブル・リニア,東京モノレール␟東京モノレール羽田空港線,東京モノレール,東京モノレール羽田空港線,monorail,ordinary_linear,11,18.1,,unverified
63,J12-1,jp,モノレール・AGT・ケーブル・リニア,沖縄都市モノレール␟沖縄都市モノレール線,沖縄都市モノレール,沖縄都市モノレール線,monorail,ordinary_linear,19,17.1,,unverified
63,J12-1,jp,モノレール・AGT・ケーブル・リニア,多摩都市モノレール␟多摩都市モノレール線,多摩都市モノレール,多摩都市モノレール線,monorail,ordinary_linear,19,16.1,,unverified
63,J12-1,jp,モノレール・AGT・ケーブル・リニア,ゆりかもめ␟東京臨海新交通臨海線,ゆりかもめ,東京臨海新交通臨海線,agt,ordinary_linear,16,14.9,,unverified
63,J12-1,jp,モノレール・AGT・ケーブル・リニア,埼玉新都市交通␟伊奈線,埼玉新都市交通,伊奈線,agt,ordinary_linear,13,12.8,,unverified
63,J12-1,jp,モノレール・AGT・ケーブル・リニア,横浜シーサイドライン␟金沢シーサイドライン,横浜シーサイドライン,金沢シーサイドライン,agt,ordinary_linear,14,10.9,,unverified
64,J12-2,jp,モノレール・AGT・ケーブル・リニア,東京都␟日暮里・舎人ライナー,東京都,日暮里・舎人ライナー,agt,ordinary_linear,13,9.8,,unverified
64,J12-2,jp,モノレール・AGT・ケーブル・リニア,愛知高速交通␟東部丘陵線,愛知高速交通,東部丘陵線,maglev,ordinary_linear,9,9.0,,unverified
64,J12-2,jp,モノレール・AGT・ケーブル・リニア,北九州高速鉄道␟小倉線,北九州高速鉄道,小倉線,monorail,ordinary_linear,13,8.9,,unverified
64,J12-2,jp,モノレール・AGT・ケーブル・リニア,大阪市高速電気軌道␟南港ポートタウン線,大阪市高速電気軌道,南港ポートタウン線,agt,ordinary_linear,10,8.1,,unverified
64,J12-2,jp,モノレール・AGT・ケーブル・リニア,湘南モノレール␟江の島線,湘南モノレール,江の島線,monorail,ordinary_linear,8,6.7,,unverified
64,J12-2,jp,モノレール・AGT・ケーブル・リニア,名古屋ガイドウェイバス␟ガイドウェイバス志段味線,名古屋ガイドウェイバス,ガイドウェイバス志段味線,agt,ordinary_linear,9,6.6,,unverified
64,J12-2,jp,モノレール・AGT・ケーブル・リニア,舞浜リゾートライン␟ディズニーリゾートライン,舞浜リゾートライン,ディズニーリゾートライン,monorail,loop,4,5.0,,unverified
64,J12-2,jp,モノレール・AGT・ケーブル・リニア,山万␟ユーカリが丘線,山万,ユーカリが丘線,agt,loop_with_tail,6,4.1,,unverified
64,J12-2,jp,モノレール・AGT・ケーブル・リニア,西武鉄道␟山口線,西武鉄道,山口線,agt,ordinary_linear,3,3.0,,unverified
64,J12-2,jp,モノレール・AGT・ケーブル・リニア,立山黒部貫光␟鋼索線,立山黒部貫光,鋼索線,funicular,disconnected,4,2.0,,unverified
64,J12-2,jp,モノレール・AGT・ケーブル・リニア,比叡山鉄道␟比叡山鉄道線,比叡山鉄道,比叡山鉄道線,funicular,ordinary_linear,4,2.0,,unverified
64,J12-2,jp,モノレール・AGT・ケーブル・リニア,神戸六甲鉄道␟六甲ケーブル線,神戸六甲鉄道,六甲ケーブル線,funicular,ordinary_linear,2,1.7,,unverified
64,J12-2,jp,モノレール・AGT・ケーブル・リニア,筑波観光鉄道␟筑波山鋼索鉄道線,筑波観光鉄道,筑波山鋼索鉄道線,funicular,ordinary_linear,2,1.6,,unverified
64,J12-2,jp,モノレール・AGT・ケーブル・リニア,京福電気鉄道␟鋼索線,京福電気鉄道,鋼索線,funicular,ordinary_linear,2,1.3,,unverified
64,J12-2,jp,モノレール・AGT・ケーブル・リニア,小田急箱根␟鋼索線,小田急箱根,鋼索線,funicular,ordinary_linear,6,1.3,,unverified
65,J12-3,jp,モノレール・AGT・ケーブル・リニア,皿倉登山鉄道␟帆柱ケーブル線,皿倉登山鉄道,帆柱ケーブル線,funicular,ordinary_linear,2,1.2,,unverified
65,J12-3,jp,モノレール・AGT・ケーブル・リニア,御岳登山鉄道␟ケーブルカー,御岳登山鉄道,ケーブルカー,funicular,ordinary_linear,2,1.1,,unverified
65,J12-3,jp,モノレール・AGT・ケーブル・リニア,高尾登山電鉄␟高尾鋼索線,高尾登山電鉄,高尾鋼索線,funicular,ordinary_linear,2,1.0,,unverified
65,J12-3,jp,モノレール・AGT・ケーブル・リニア,こうべ未来都市機構␟摩耶ケーブル線,こうべ未来都市機構,摩耶ケーブル線,funicular,ordinary_linear,2,0.9,,unverified
65,J12-3,jp,モノレール・AGT・ケーブル・リニア,南海電気鉄道␟鋼索線,南海電気鉄道,鋼索線,funicular,ordinary_linear,2,0.8,,unverified
65,J12-3,jp,モノレール・AGT・ケーブル・リニア,大山観光電鉄␟大山鋼索線,大山観光電鉄,大山鋼索線,funicular,ordinary_linear,3,0.8,,unverified
65,J12-3,jp,モノレール・AGT・ケーブル・リニア,四国ケーブル␟八栗ケーブル,四国ケーブル,八栗ケーブル,funicular,ordinary_linear,2,0.7,,unverified
65,J12-3,jp,モノレール・AGT・ケーブル・リニア,京阪電気鉄道␟鋼索線,京阪電気鉄道,鋼索線,funicular,ordinary_linear,2,0.5,,unverified
65,J12-3,jp,モノレール・AGT・ケーブル・リニア,丹後海陸交通␟天橋立鋼索鉄道,丹後海陸交通,天橋立鋼索鉄道,funicular,ordinary_linear,2,0.4,,unverified
65,J12-3,jp,モノレール・AGT・ケーブル・リニア,十国峠␟十国鋼索線,十国峠,十国鋼索線,funicular,ordinary_linear,2,0.4,,unverified
65,J12-3,jp,モノレール・AGT・ケーブル・リニア,一般財団法人青函トンネル記念館␟青函トンネル竜飛斜坑線,一般財団法人青函トンネル記念館,青函トンネル竜飛斜坑線,funicular,ordinary_linear,2,0.3,,unverified
65,J12-3,jp,モノレール・AGT・ケーブル・リニア,ラクテンチ␟別府ラクテンチケーブル線,ラクテンチ,別府ラクテンチケーブル線,funicular,ordinary_linear,2,0.3,,unverified
65,J12-3,jp,モノレール・AGT・ケーブル・リニア,鞍馬寺␟鞍馬山鋼索鉄道,鞍馬寺,鞍馬山鋼索鉄道,funicular,ordinary_linear,2,0.2,,unverified
